Title,Organization,Level,Ratings,Short Description,Skills,Completion Time,Instructor,Cost,Link
Líderes para la Gestión en Seguridad Ciudadana y Justicia,Inter-American Development Bank,Intermediate,4.7,"Unfortunately, there is no text or URL provided in your prompt. Please provide the text or the URL so that I can extract relevant information and create a summary for you.","Management, Deterrence, Governance, Crime Prevention",10 Weeks,Olga Espinoza-Eduardo Pazinato-Alejandra Mera-Hung-En Sung,FREE-Add a Verified Certificate for Rs. 2087.5,https://www.edx.org/course/lideres-para-la-gestion-en-seguridad-ciudadana-y-j
"Diseña, fabrica y programa tu propio robot",Universitat Politècnica de Valencia,Introductory,4.522,"Unfortunately, there is no specific text provided in the prompt to extract relevant information from. Ideally, I would need a description of the course in order to create a summary.","Robotics, Electronics, Operating Systems, Android (Operating System), Android Applications, Programming Tools, TinkerCAD, Computer Science, Electronic Design",6 Weeks,Leopoldo Armesto Ángel,FREE-Add a Verified Certificate for Rs. 6262.5,https://www.edx.org/course/disena-fabrica-y-programa-tu-propio-robot
Pivoting to Online Teaching: Research and Practitioner Perspectives,University of Texas at Arlington,Introductory,4.522,"Summary:
This course focuses on research-informed practices for effective online teaching and learning. Participants will learn practical ways to transition to teaching online through modules that cover topics such as content creation, fostering interaction, assessment, and blended learning. The course is designed for those new to online teaching as well as experienced individuals looking to expand their skills and support others. Additionally, the course will explore scientific literature and provide guidance on successful online learning to ensure equitable outcomes for all learners.",check out the website in given url for more information,6 Weeks,George Siemens-Justin Dellinger-Matt Crosslin-Tanya Joosten,FREE-Add a Verified Certificate for Rs. 11606.5,https://www.edx.org/course/pivoting-to-online-teaching-research-and-practitioner-perspectives
Circular Economy: An Interdisciplinary Approach,Wageningen University & Research,Advanced,4.8,"Unfortunately, there is no relevant information provided in the text to extract for creating a summary of the course description.","Linear Model, Supply Chain, Systems Thinking, Agent-Based Model, Operations, Life-Cycle Assessment, Emerging Technologies, Economics, Life Cycle Assessment, Business Strategies",6 Weeks,Emiel Wubben-Alistair Beames-Gert Jan Hofstede-Dr. Kim Poldner,FREE-Add a Verified Certificate for Rs. 12441.5,https://www.edx.org/course/circular-economy-an-interdisciplinary-approach
Calculus 1B: Integration,Massachusetts Institute of Technology,Intermediate,4.522,"Summary:
The course focuses on the concept of integrals, teaching students to interpret it geometrically as an area under a graph and its connection to derivatives. Students will learn to use integrals in engineering design, scientific analysis, probability, and statistics. The course covers the AP Calculus AB and BC curriculum and offers modules as an XSeries on edX. Topics include limits, differentiation, and applications of differentiation.",check out the website in given url for more information,15 Weeks,David Jerison-Gigliola Staffilani-Jennifer French-Karene Chu,FREE-Add a Verified Certificate for Rs. 8350.0,https://www.edx.org/course/calculus-1b-integration
Algorithmic Design and Techniques,"The University of California, San Diego",Intermediate,4.522,"Summary:
This course, part of the Algorithms and Data Structures MicroMasters program, covers basic algorithmic techniques and ideas used in practical applications such as sorting, searching, divide and conquer, greedy algorithms, and dynamic programming. The course includes modules on overview of algorithms and data structures, introduction to efficient algorithms, greedy algorithms, divide-and-conquer technique, and dynamic programming. Students will practice solving computational problems, designing new algorithms, and implementing solutions efficiently. The course emphasizes the importance of implementing algorithms to fully understand them and provides programming challenges to test understanding and skills. Throughout the course, students will learn how to estimate the running time and memory of an algorithm, compare various algorithms, select efficient ones, and implement them effectively. Dynamic programming is highlighted as a powerful technique for solving optimization problems in various practical applications.","Greedy Algorithm, Algorithm Design, Dynamic Programming, Sorting, Algorithms, Data Structures, Divide And Conquer",6 Weeks,Pavel Pevzner-Daniel Kane-Alexander S. Kulikov-Michael Levin,FREE-Add a Verified Certificate for Rs. 8266.5,https://www.edx.org/course/algorithmic-design-and-techniques
Drinking Water Treatment,Delft University of Technology,Intermediate,4.4,The text provided does not contain relevant information about a course description. It simply directs the reader to visit a website at a given URL for more information. No details about the course itself are mentioned in the text.,"Sewage, Water Treatment, Biological Process, Water Quality, Water Services, Engineering Design Process, Groundwater, Surface Water, Unit Processes",7 Weeks,Luuk Rietveld-Doris van Halem,FREE-Add a Verified Certificate for Rs. 4175.0,https://www.edx.org/course/drinking-water-treatment-2
Fundamentos de información financiera y contable,Universidades Anáhuac,Intermediate,4.9,"Summary:
This online course serves as an introductory journey into the world of accounting and finance. Developed by experts with experience as Administrative Managers at Heidrick & Struggles and BANOBRAS, as well as members of the College of Public Accountants, the course focuses on the educational requirements of a leading university in Mexico and emphasizes skills applicable in any work environment. Modules cover basic concepts of financial accounting, introduction to financial statements, accounts, recording operations, balance sheet, income statement, and the preparation of financial statements including statement of changes in equity and cash flow statement.","Trial Balance, Finance, Balance Sheet, Accounting Regulations, Comprehensive Income, Accounting",5 Weeks,Laura Avila Rodríguez-Lourdes Rojas Cataño,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/fundamentos-de-informacion-financiera-y-contable-2
Les principes de la finance,Université catholique de Louvain,Intermediate,4.522,"Unfortunately, there is no specific text provided in the prompt to extract relevant information from. Please provide the course description text so that I can assist you in creating a summary.","Operations, Decision Making, Influencing Skills, Investment Decisions, Arbitrage, Financial Education, Actuarial Science, Investments, Expected Return, Conceptual Framework, Financial Asset, Corporate Finance, Derivatives, Portfolio Management, Finance, Financial Market, Futures Exchange, Loans, Rate Of Return, Flux (React.js), International Finance, Integration, Capital Markets, Stocks (Finance)",13 Weeks,Catherine D'Hondt-Isabelle Platten,FREE-Add a Verified Certificate for Rs. 12525.0,https://www.edx.org/course/les-principes-de-la-finance
Music Technology Foundations,University of Adelaide,Introductory,4.522,"Summary:
Visit the specified URL on the website for detailed information about the course.","Electronic Music, Music Technology, MIDI",6 Weeks,Luke Harrald-Christian Haines-Stephen Whittington,FREE-Add a Verified Certificate for Rs. 14111.5,https://www.edx.org/course/music-technology-foundations
The Entrepreneurial Mindset,Babson College,Introductory,3.9,"Sorry, but I cannot access external websites. 
    If you provide me with the specific text or details from the course description, 
    I can help you create a summary based on that information.","Innovation, Automated Teller Machine, Entrepreneurship",6 Weeks,Dennis J. Ceru,FREE-Add a Verified Certificate for Rs. 12441.5,https://www.edx.org/course/the-entrepreneurial-mindset
"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems",The University of Michigan,Introductory,4.522,"In the text provided, it mentions that more information about the course can be found on a website via a given URL.",check out the website in given url for more information,5 Weeks,Kathleen Alsup-Glenn M. Fox-Kelli A. Sullivan,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/anatomy-gastrointestinal-reproductive-and-endocrin
Risk Management and Credit Principles,NYIF,Advanced,4.7,The text does not provide any relevant information necessary to create a summary of a course description. Can you please provide the course description that needs to be summarized?,"Risk Management, Loss Given Default, Credit Risk, Business Risk Management, Credit Analysis, Risk Analysis, Business Modeling, Finance",6 Weeks,Tracy Williams,FREE-Add a Verified Certificate for Rs. 16616.5,https://www.edx.org/course/risk-management-and-credit-principles
Steps in Japanese for Beginners1 Part3,Waseda University,Introductory,4.522,The text provided does not contain the description of the course. Please provide the course description so that I can extract relevant information and create a summary for you.,check out the website in given url for more information,5 Weeks,Naoko Kinoshita-Kaori Sano-Yukiyo HAMAKAWA,FREE-Add a Verified Certificate for Rs. 8266.5,https://www.edx.org/course/steps-in-japanese-for-beginners1-part3-2
Structural Materials: Selection and Economics,Massachusetts Institute of Technology,Introductory,4.522,"Course Summary:
- This engineering course focuses on the principles of structural materials selection.
- The curriculum is practical and rooted in the real world, with principles that can be applied across many domains.
- Key points are highlighted with interesting examples and anecdotes from industry and academia.
- The course is suitable for aspiring engineers, students with no previous experience, and seasoned professionals.
- Lectures cover topics such as externalities of materials selection, relationship between material cost, abundance and usage, properties of materials for structural applications, manufacturing and processing factors affecting material choice, and causes of material failures.","Infrastructure, Economics, Structural Materials",3 Weeks,Thomas Eagar-Jessica Sandland,FREE-Add a Verified Certificate for Rs. 4175.0,https://www.edx.org/course/structural-materials-selection-and-economics
Algorithm Design and Analysis,University of Pennsylvania,Intermediate,4.522,"Summary:
This course is part of the Computer Science Essentials for Software Development Professional Certificate program and introduces design and analysis of algorithms. It covers topics such as encoding text files, finding shortest paths in maps, designing communication networks, routing data in networks, and efficient computation limits. Students will learn about algorithms operating on data structures, advanced design and analysis techniques, graph algorithms, NP-completeness theory, and approximation algorithms. The course is divided into four weeks, covering mathematical preliminaries, algorithm design paradigms, graphs and graph traversals, flows, NP-completeness, and approximation algorithms. Upon completion, students will be able to design efficient and correct algorithms for complex computational tasks.",check out the website in given url for more information,4 Weeks,Sampath Kannan,FREE-Add a Verified Certificate for Rs. 12441.5,https://www.edx.org/course/algorithm-design-and-analysis
Estructuras de Datos con Python,The University of Michigan,Introductory,4.522,"Unfortunately, there is no specific text or URL provided in the prompt to extract relevant information from. Could you please provide the necessary text or description for me to create a summary?","Collections, Procedural Programming, Go (Programming Language), Data Analysis, Python (Programming Language), Data Structures",7 Weeks,Charles Severance,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/estructuras-de-datos-con-python
Mandarin Chinese for Business,MandarinX,Intermediate,4.522,"Unfortunately, you did not provide any text or URL to extract relevant information from. Could you please provide the text so that I can assist you in summarizing the course description?","Pronunciation, Negotiation, Mandarin Chinese",6 Weeks,Estella Chen,FREE-Add a Verified Certificate for Rs. 12441.5,https://www.edx.org/course/mandarin-chinese-for-business
Bases Matemáticas: Números y terminología,Universitat Politècnica de Valencia,Intermediate,4.522,The text provided is not a description of a course. It simply instructs to check out a website at a given URL for more information.,Basic Math,4 Weeks,Antonio José Guirao Sánchez-Santiago Moll López,FREE-Add a Verified Certificate for Rs. 4175.0,https://www.edx.org/course/bases-matematicas-numeros-y-terminologia
Arab-Islamic History: From Tribes to Empires,IsraelX-Tel Aviv University,Introductory,4.522,"Summary:
The course details can be found on the website provided in the given URL.",check out the website in given url for more information,8 Weeks,Miri Shefer-Mossensohn,FREE-Add a Verified Certificate for Rs. 12441.5,https://www.edx.org/course/arab-islamic-history-from-tribes-to-empires
Human-Computer Interaction I: Fundamentals & Design Principles,The Georgia Institute of Technology,Introductory,4.6,"I'm sorry, but it seems like the text you provided does not contain any information about a course description. Could you please provide the specific text containing the course description so I can extract the relevant information and create a summary for you?","Cognitive Load Theory, User Interface Design, Computer Science, Human Factors Engineering, Psychology, Information Visualization, Augmented Reality, User Experience Design (UX), Interface Design, Design Elements And Principles",6 Weeks,David Joyner,FREE-Add a Verified Certificate for Rs. 8266.5,https://www.edx.org/course/human-computer-interaction-i-fundamentals-design-p
Modeling and simulation of multibody systems,Université catholique de Louvain,Intermediate,4.522,"Text: check out the website in given url for more information

Summary: The website provided in the given URL contains additional information about the course.",check out the website in given url for more information,14 Weeks,Paul Fisette-Maxime Raison,FREE-Add a Verified Certificate for Rs. 4175.0,https://www.edx.org/course/modeling-and-simulation-of-multibody-systems
The Science of Parenting,"The University of California, San Diego",Introductory,4.522,"Unfortunately, there is no text provided to extract relevant information from. Please provide the text so that I can assist you in creating a summary of the course description.","Vaccination, Decision Making, Scientific Literature, Social Work, Cognitive Development, Autism Spectrum Disorders",5 Weeks,David Barner,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/the-science-of-parenting
Inclusive Teaching: Supporting All Students in the College Classroom,Columbia University,Introductory,4.8,"Unfortunately, no text was provided for me to extract information from. Can you please provide the text so that I can help create a summary of the course description?","Universal Design For Learning, Psychology, Cultural Responsiveness, Request For Proposal, Diverse Learners, Student Development, Universal Design, Biology, Teaching",6 Weeks,Columbia University Center for Teaching and Learning-Amanda M. Jungels-Chandani Patel-Amanda Irvin,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/inclusive-teaching-supporting-all-students-in-the
Analytics for Decision Making,Babson College,Introductory,4.1,"I'm sorry, but there is no specific text provided to extract relevant information from. Please provide the text related to the course description so that I can help you create a summary.","Quantitative Modeling, Data Science, Management, Statistics, Statistical Methods, Customer Engagement, Quantitative Models Of The Action Potential, Data Analysis, Decision Making, Statistical Thinking",4 Weeks,Rick Cleary-Nathan Karst-Davit Khachatryan-George Recck,FREE-Add a Verified Certificate for Rs. 20791.5,https://www.edx.org/course/analytics-for-decision-making
Principios de Análisis e Instrumentos Financieros,Universidades Anáhuac,Intermediate,4.522,"Summary:
This course is designed to help participants understand and analyze financial information provided by financial statements in order to make informed decisions regarding investment, financing, and operations within a company. The course consists of 5 modules covering decision-making, financial statement analysis, financial ratios, market fundamentals, and money and capital markets. The course content has been developed by experts with experience in commercial banking, industry, and financial services. Participants will learn about basic financial statements, financial analysis elements, financial ratios, and the functioning of financial markets to support decision-making processes within a company. Additionally, participants will gain insights into money and capital markets, understanding how investors finance productive activities and companies utilize capital from a diverse group of investors for expansion.","Commercial Banking, Investments, Corporate Finance, Financial Analysis, Financial Statements, Decision Making",5 Weeks,Ricardo Cristhian Morales Pelagio-Joel Álvarez Bautista,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/principios-de-analisis-e-instrumentos-financieros
Energy Principles and Renewable Energy,The University of Queensland,Advanced,4.522,"Summary:
This course on sustainable energy covers basic energy concepts, energy systems, and renewable energy technologies such as bioenergy, geothermal, solar, wind power, hydropower, and ocean power. It is part of the Sustainable Energy MicroMasters series and offers verified and audit enrolment options. Learners who complete all four courses in the series will earn the Sustainable Energy MicroMasters credential, which can be used towards further studies at The University of Queensland. The course involves assessment tasks, including a final examination and a written paper, with a passing grade of 70% required for the verified certificate. The course also covers topics on energy literacy, challenges in creating sustainable energy systems, and specific energy sources such as bioenergy, geothermal, solar, wind power, hydropower, ocean power, energy storage, and electricity management.",check out the website in given url for more information,14 Weeks,Simon Smart,FREE-Add a Verified Certificate for Rs. 31312.5,https://www.edx.org/course/energy-principles-and-renewable-energy
DNA: Biology’s Genetic Code,Rice University,Intermediate,4.522,"Summary:
The course explores DNA structure, organization, replication, and manipulation. It covers topics such as DNA identification, chromatin architecture, DNA replication mechanisms, and DNA manipulation techniques. The course uses video lectures, research articles, case studies, and molecular models for teaching. Assessment includes questions, quizzes, homework, and a final exam. The course aims to provide a comprehensive understanding of DNA and its significance in biological sciences.","Biology, Research, Integration, Packaging And Labeling",6 Weeks,Elizabeth Eich-Daniel J. Catanese,FREE-Add a Verified Certificate for Rs. 14111.5,https://www.edx.org/course/dna-biologys-genetic-code
Music For Wellness,Berklee College of Music,Introductory,4.8,"Summary:
The course focuses on using music to enhance well-being and health, regardless of musical talent. Developed by a board-certified music therapist and a musician specializing in Indian music, the course combines science with Eastern philosophy. Students will learn techniques to enrich the mind, body, and spirit through music, with a focus on using music during times of stress or low mood. Key lessons include expressing creativity, music techniques for comfort and awakening, and finding special music for self-care.","Certified Music Therapist, Creativity",4 Weeks,Suzanne Hanser-Annette Philip,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/music-for-wellness
Mining Massive Datasets,Stanford University,Advanced,4.522,"Text: Check out the website at the given URL for more details.

Summary: The website at the provided URL contains additional information about the course.","Algorithms, Dimensionality Reduction, Link Analysis, Text Mining, Machine Learning, PageRank, MapReduce",7 Weeks,Jeffrey D. Ullman-Jure Leskovec-Anand Rajaraman,FREE-Add a Verified Certificate for Rs. 12441.5,https://www.edx.org/course/mining-massive-datasets
Introduction to Electrical and Electronic Engineering - 電気電子工学入門 -,Tokyo Institute of Technology,Introductory,4.522,"Summary:
For more information about the course, please visit the website provided in the URL.","Electronic Engineering, Application Programming Interface (API), Basic Research, Speech Synthesis, English Language",4 Weeks,Akira Chiba-Akira Matsuzawa-Shinsuke Miyajima-Ayaka Saito,FREE-Add a Verified Certificate for Rs. 4175.0,https://www.edx.org/course/introduction-to-electrical-and-electronic-engineer
A travel by Spanish America: Spanish for beginners,Universidad del Rosario,Introductory,4.522,"Summary:
This course offers basic expressions and communicative tools to help you travel to Spanish-speaking destinations. You will learn about Spanish American places and traditions, as well as how to introduce yourself, shop, ask for directions, and enjoy local cuisine. The course is designed by teachers from the Program of Spanish for Foreigners at Universidad del Rosario, focusing on teaching language through culture.",Spanish Language,4 Weeks,Diana Alejandra Hincapié Moreno-María Liliana Labrador Morales-Diana Rocío Umaña Buitrago,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/un-viaje-por-hispanoamerica-espanol-inicial
Introducción a la Inteligencia Artificial,Universidades Anáhuac,Introductory,4.2,"Summary:
This course on Artificial Intelligence (IA) explores the capabilities of machines in behaving like humans, including perceiving the environment and performing tasks successfully. Students will learn about theoretical foundations of AI, including Machine Learning, Deep Learning, Robotics, Language Processing, and Expert Systems. Practical application of concepts will involve creating models such as Natural Language Processing, Classification Trees, and Bayesian Classifier using the data science platform RapidMiner. The course modules cover Evolution and Success Cases of AI, Natural Language Processing techniques, Classification Trees/Decision, and Bayesian Classifier concepts and techniques.","Deep Learning, Artificial Intelligence, Customer Satisfaction, Customer Service, RapidMiner, Natural Language Processing, Forecasting, Data Science, Expert Systems, Decision Tree Learning, Machine Learning",4 Weeks,Román Alberto Zamarripa Franco,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/introduccion-a-la-inteligencia-artificial
Introducción a la Inteligencia Artificial: Principales Algoritmos,Universidad Galileo,Introductory,4.522,"Summary:
The course familiarizes students with the philosophical and algorithmic principles of popular artificial intelligence techniques. It is structured as a compilation of algorithms organized by different areas of artificial intelligence, such as Knowledge Based AI, Search Algorithms, and Machine Learning. Each unit includes an introduction to the algorithm's objective, description of its operation, and application examples. Students will have the opportunity to practice using popular AI libraries like scikit-learn and OpenAI gym. The course covers traditional AI algorithms, supervised and unsupervised machine learning, and reinforced learning.","Algorithms, Chatbot, Search Algorithms, Speech Recognition, Machine Learning, Scikit-learn (Machine Learning Library), Artificial Intelligence",4 Weeks,Jorge Samayoa-Eduardo Corpeño-Preng Biba-Julio Fajardo,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/introduccion-a-la-inteligencia-artificial-principales-algoritmos
Digital Security and Human Rights,Amnesty International,Introductory,4.522,"Unfortunately, there is no text or URL provided in your request. Could you please provide the text or URL related to the course description that you would like me to extract information from?",check out the website in given url for more information,3 Weeks,Amnesty International,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/digital-security-and-human-rights
Critical thinking: reasoned decision making,Tecnológico de Monterrey,Introductory,4.522,"Summary:
This course on critical thinking focuses on making decisions in a complex and uncertain world by challenging assumptions, improving the quality of thinking, and applying intellectual standards. Students will learn about the importance of critical thinking in various areas such as business decisions, problem-solving, and social responsibilities. The course covers topics including the reasons for critical thinking, evaluating thinking modes, elements and standards of critical thinking, and improving decision-making skills.","Decision Making, Critical Thinking, Social Issue, Ethical Responsibility",4 Weeks,Eduardo Pérez Gorostieta,FREE-Add a Verified Certificate for Rs. 12441.5,https://www.edx.org/course/critical-thinking-reasoned-decision-making
Introduction to the Internet of Things,Universitat Politècnica de Valencia,Introductory,4.522,The text is a directive to visit a website at a given URL to find more information.,Internet Of Things (IoT),6 Weeks,Leopoldo Armesto Ángel,FREE-Add a Verified Certificate for Rs. 4175.0,https://www.edx.org/course/introduction-to-the-internet-of-things
Trading - Fundamentals of Technical Analysis,NYIF,Introductory,4.522,"Summary:
This course teaches the theory of technical analysis and how it relates to market analysis, fundamental analysis, and investor psychology. Students will learn how to interpret price charts, identify patterns, and use indicators to forecast price movements. The course covers various chart types, charting concepts, momentum indicators, and sentiment-based indicators. Students will also study historical back tested results of popular indicators to evaluate their performance. Additionally, the course discusses theories applicable to trading and the psychology of trading.","Technical Analysis, Finance, Fundamental Analysis, Market Analysis, Psychology, Supply And Demand",6 Weeks,Michael Carr,FREE-Add a Verified Certificate for Rs. 16616.5,https://www.edx.org/course/trading-fundamentals-of-technical-analysis
Riñones: conoce sus funciones para mejorar tu salud y calidad de vida,Universidad Autónoma de Madrid,Introductory,4.522,"Unfortunately, the text provided does not contain the description of the course. It simply directs the reader to visit a website at a given URL for more information.","Physiology, Kidneys, Pathology",6 Weeks,Alberto Ortiz Arduan-María Dolores Sánchez Niño-María Vanessa Pérez Gómez,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/rinones-conoce-sus-funciones-para-mejorar-tu-salud
Design Thinking: Empathizing to Understand the Problem,Rochester Institute of Technology,Intermediate,4.522,"The text provided does not contain any relevant information to extract for creating a summary of a course description. It simply directs the reader to visit a website for more information. Therefore, the only relevant information is that additional details about the course can be found on the website at the given URL.","Stakeholder Communications, Innovation, Active Listening, Research Methodologies, Design Thinking, Empathy, Target Audience",6 Weeks,Jennifer Englert,FREE-Add a Verified Certificate for Rs. 24966.5,https://www.edx.org/course/design-thinking-empathizing-to-understand-the-prob
Storytelling in the Workplace,Rochester Institute of Technology,Introductory,4.4,"I'm sorry, but you have not provided the text containing the course description. Could you please provide the text so that I can extract the relevant information and create a summary for you?","Target Audience, Writing, Communications",3 Weeks,Ammina Kothari,FREE-Add a Verified Certificate for Rs. 16616.5,https://www.edx.org/course/storytelling-in-the-workplace-3
Marketing Analytics: Price and Promotion Analytics,"University of California, Berkeley",Intermediate,4.522,The text does not provide relevant information about the course description.,check out the website in given url for more information,4 Weeks,Stephan Sorger,FREE-Add a Verified Certificate for Rs. 20791.5,https://www.edx.org/course/marketing-analytics-price-and-promotion-analytics
Implementation of Data Structures,IITBombay,Intermediate,4.522,"Unfortunately, no text or URL was provided for me to extract relevant information from. Please provide the text so that I can assist you in creating a summary of the course description.","Computer Science, C++ (Programming Language), Algorithms, Standard Template Library (STL), Object-Oriented Programming (OOP), Abstract Data Types, Data Structures",6 Weeks,Deepak B. Phatak-Nagesh Karmali-Ajit Diwan-Ganesh Ramakrishnan,FREE-Add a Verified Certificate for Rs. 12441.5,https://www.edx.org/course/implementation-of-data-structures
Activism and Citizen Journalism through Media,Wits University,Introductory,4.522,"I'm sorry, but there doesn't seem to be a course description provided in the text you shared. Can you please provide the actual text containing information about the course so that I can help you extract relevant details and create a summary?",check out the website in given url for more information,4 Weeks,Paul McNally-Boikaego Seadira-Susan Stos-Zandile Mashaba,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/activism-and-citizen-journalism-through-media
Electric and Conventional Vehicles,Chalmers University of Technology,Advanced,4.522,"Unfortunately, there is no text or URL provided in the prompt. Please provide the text containing the course description so I can extract relevant information to create a summary.","Batteries, Automotive Industry, Powertrain, Hybrid Vehicles, Energy Consumption, MATLAB, Simulink",6 Weeks,Sven Andersson-Anders Grauers,FREE-Add a Verified Certificate for Rs. 20791.5,https://www.edx.org/course/electric-and-conventional-vehicles
Big Data Fundamentals,University of Adelaide,Intermediate,4.522,"Summary:
This course, part of the Big Data MicroMasters program, focuses on how organizations can leverage big data to make effective business decisions. Participants will learn about the four V's of Big Data (Volume, Velocity, Variety, and Veracity), as well as fundamental techniques such as data mining and stream processing. The course covers topics such as clustering big data, Google web search (including the PageRank algorithm), parallel and distributed computing using MapReduce, computing similar documents, product recommendations, and Google's AdWords System. Participants will also learn about mining rapidly arriving data streams and how big data has improved web search and online advertising systems. By the end of the course, participants will have a better understanding of the various applications of big data methods in industry and research.","Data Mining, Big Data, MapReduce, Scalability, Organizational Change, Apache Hadoop, Online Advertising, Algorithms, Stream Processing, PageRank",10 Weeks,Frank Neumann-Vahid Roostapour-Aneta Neumann-Wanru (Kelly) Gao,FREE-Add a Verified Certificate for Rs. 16616.5,https://www.edx.org/course/big-data-fundamentals
Sustainable Food Security: The value of systems thinking,Wageningen University & Research,Introductory,4.522,"Unfortunately, there is no text provided to extract relevant information from. Please provide the text so that I can assist you in creating a summary of the course description.","Environmental Studies, Systems Analysis, Systems Thinking, Production Systems, Sustainability, Environmental Issue, Food Security, Crop Production, Decision Making",6 Weeks,Gerrie van de Ven-I.J.M. de Boer-Carolien Kroeze-Eddie Bokkers,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/sustainable-food-security-the-value-of-systems-thi
Knowledge Management and Big Data in Business,The Hong Kong Polytechnic University,Introductory,4.3,"I'm sorry, but it appears that the given text does not contain any specific course description or relevant information that can be extracted to create a summary. Can you please provide the course description text that needs to be summarized?","Management, Business Modeling, Service Design, Social Issue, Reasoning Systems, Knowledge Management, Data Analysis, Big Data, Artificial Intelligence, Cloud Computing, Social Sciences, Physical Science",8 Weeks,W.B. Lee-Klaus Tochtermann-Usama Fayyad-Eric Tsui,FREE-Add a Verified Certificate for Rs. 4175.0,https://www.edx.org/course/knowledge-management-and-big-data-in-business
Uso efectivo del tiempo,Pontificia Universidad Javeriana,Introductory,4.522,"Summary:
This course focuses on the importance of time management in both personal and professional aspects, highlighting the negative impact of time wastage on productivity and well-being. It emphasizes the need for commitment and perseverance to develop effective time management habits. The course covers topics such as understanding the characteristics of time, identifying causes of time loss, setting priorities, using tools and methods for efficient time management, and developing personal skills for effective time management. Participants will learn how to benefit from proper time management by registering for this online course.",Time Management,6 Weeks,Alvaro Figueroa Cabrera,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/uso-efectivo-del-tiempo
C Programming: Pointers and Memory Management,Dartmouth_IMTx-Dartmouth College-IMT,Introductory,4.522,The course description can be found on the website provided in the given URL.,"Memory Management, C Dynamic Memory Allocation, Programming Concepts, Linux",7 Weeks,Petra Bonfert-Taylor-Rémi Sharrock,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/c-programming-pointers-and-memory-management
Astrophysics: The Violent Universe,Australian National University,Intermediate,4.7,"The text provided is ""check out the website in given url for more information."" This implies that more details about the course can be found on the website referred to by the given URL. To create a summary of the course description, further details can be obtained by visiting the website mentioned in the URL.","Textiles, Quantum Mechanics, Physics, Astrophysics, Astronomy",10 Weeks,Brian Schmidt-Paul Francis,FREE-Add a Verified Certificate for Rs. 4175.0,https://www.edx.org/course/astrophysics-the-violent-universe
Landscape Ecology,ETH Zurich,Intermediate,4.0,"Summary:
This course on Landscape Ecology explores the evolution and perception of landscapes, as well as the properties needed to create a sense of home. It presents the interdisciplinary nature of Landscape Ecology and how it allows for collaboration in shaping landscapes for future societies. The course covers foundational concepts in Landscape Ecology, quantitative assessments and modeling of landscapes, and socio-economic aspects of landscape science. Case studies from around the world highlight the practical application of Landscape Ecology tools and methods in solving environmental problems. Students will gain valuable knowledge on drivers of landscape patterns, landscape metrics, remote sensing, ecosystem services, urban ecology, and more.","Landscaping, Social Sciences, Landscape Ecology, Land Management",14 Weeks,Felix Kienast-Gregor Martius-Janet Silbernagel-Sima Fakheran,FREE-Add a Verified Certificate for Rs. 4175.0,https://www.edx.org/course/landscape-ecology
IoT Programming and Big Data,Curtin University,Introductory,4.522,"Sorry, but there is no text provided to extract relevant information from.","Log Files, Internet Of Things (IoT), Distributed Data Store, Programming Concepts, Big Data, Python (Programming Language), Demonstration Skills",5 Weeks,Iain Murray AM,FREE-Add a Verified Certificate for Rs. 16616.5,https://www.edx.org/course/iot-programming-and-big-data
AWS: Getting Started with Cloud Security,Amazon Web Services,Introductory,4.0,The text provided does not contain the course description. It directs the reader to check out a website at a given URL for more information.,"Amazon GuardDuty, Amazon S3, Amazon CloudWatch, Security Controls, Amazon Virtual Private Cloud (VPC), Solution Architecture, Identity And Access Management, Amazon Web Services, Directory Service, Amazon Elastic Compute Cloud, Encryption, Amazon Elastic Block Stores, Cloud Computing Security, Demonstration Skills, News Stories, AWS CloudTrail",4 Weeks,Rudy Chetty-Hong Pham,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/aws-getting-started-with-cloud-security
