Title,Organization,short summary,Skills,Completion Time,Instructor,Ratings,Cost,Level,Link
Origins of the Human Mind,Kyoto University,"The human mind is an evolutionary product, just like the body. To better study and understand our minds we need to compare our cognitive features with those of different living primates. This approach is called ""Comparative Cognitive Science"" CCS is a unique combination of Psychology and Primatology. This intensive course focuses on chimpanzees, the closest relatives of humans.",check out the website in given url for more information,5 Weeks,Tetsuro Matsuzawa,4.522,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/origins-of-the-human-mind
Introduction to Geometry,SchoolYourself,check out the website in given url for more information,"Geometry, Common Core Standards, Modern Greek, Advanced Mathematics",14 Weeks,Zach Wissner-Gross-John Lee-Vivek Venkatachalam-Kenny Peng,4.4,FREE-Add a Verified Certificate for Rs. 4175.0,Introductory,https://www.edx.org/course/introduction-to-geometry
The Future of Work: Preparing for Disruption,World Bank Group,check out the website in given url for more information,"Automation, Machine Learning, Podcasting, Teamwork, Innovation, Human Capital, Artificial Intelligence",5 Weeks,Federica Saliola-Aart Kraay-Truman G. Packard-Shwetlena Sabarwal,4.9,FREE-Add a Verified Certificate for Rs. 417.5,Introductory,https://www.edx.org/course/the-future-of-work-preparing-for-disruption-2
Clinical Reasoning Process,Université de Montréal,check out the website in given url for more information,"Dentistry, Medical Education, Veterinary Medicine, Nursing, Clinical Reasoning",6 Weeks,Nathalie Caire Fon,4.522,FREE-Add a Verified Certificate for Rs. 12441.5,Introductory,https://www.edx.org/course/clinical-reasoning-process
Datos para la efectividad de las políticas públicas,Inter-American Development Bank,"En esta era de la información, los datos están disponibles en todos lados y crecen a una tasa exponencial. ¿Cómo podemos darles sentido a todos los datos y aprovecharlos en el momento de tomar decisiones?, ¿cómo los utilizamos para que nos ayuden a guiar la gestión y planificación de nuestras políticas? Tanto si eres ciudadano como planificador de políticas, deberías poder responder a estas preguntas.En este curso podrás fortalecer tus capacidades de uso, comprensión e interpretación de datos, utilizando la plataforma desarrollada por el BID ""Números para el Desarrollo"", que presenta datos e indicadores socioeconómicos de la región de América Latina y el Caribe. A través de estas herramientas, podrás comprender cómo mejorar el proceso de toma de decisiones en la gestión pública.Al finalizar el curso, contarás con instrumentos para navegar entre los datos, realizar e interpretar visualizaciones y comprender los diferentes tipos de análisis de datos según la política a implementar.Tranquilo, no se trata de un curso de estadística sino de adquirir los conocimientos necesarios para interpretar gráficas, reportes estadísticos, comprender su lenguaje y adquirir las bases para fundamentar tus decisiones en datos comprobables.El curso está basado en ejemplos para que puedas ir comprendiendo los diferentes conceptos y metodologías de una manera sencilla, práctica y amena. Encontrarás diferentes actividades prácticas, en las que podrás aplicar los conocimientos adquiridos y practicar con datos y gráficas. Además, te mostraremos casos reales del BID para promover el análisis y presentar las realidades a las que están expuestos los expertos de la región. También te enfrentaras a algunos retos creativos, con los que podrás medir tus capacidades en un nivel de dificultad más elevado.Por último, la modalidad de este curso es ""a tu propio ritmo (self-paced)"". Esto significa que, si escoges pagar por el certificado verificado, tendrás la flexibilidad de tomar el curso durante un máximo aproximado de tres meses.Este MOOC ha sido certificado por Quality Matters (QM), organización sin ánimo de lucro reconocida como líder en el aseguramiento de la calidad de la educación en línea. QM ha desarrollado un conjunto de estándares de calidad para el diseño de cursos cuyo cumplimiento ha sido certificado en este MOOC a través de un proceso de revisión de pares expertos para garantizar la efectividad del aprendizaje.84% de los estudiantes han afirmado que el contenido del curso les ha servido para mejorar su capacidad para formular, implementar, y / o evaluar políticas públicas.Al final el curso serás capaz de:Para lograr estos objetivos, en cada módulo deberás ir cumpliendo objetivos específicos que te ayudarán a realizar con éxito esta tarea..Modulo 0: Introducción
Modulo 1: La importancia de los datos en la toma de decisiones
Modulo 2: Convertir conceptos en parametros medibles
Modulo 3: Comprender el análisis de datos
Modulo 4: La visualización de los resultados
Modulo 5: Cerrando el ciclo: desde los datos a la planificación","Planning, Research, Management, Statistical Reporting, Data Analysis",10 Weeks,Ivette Fis de Melo-Norma Palomino,4.8,FREE-Add a Verified Certificate for Rs. 2087.5,Introductory,https://www.edx.org/course/datos-para-la-efectividad-de-las-politicas-publi-2
Media Law,New York University,"This course explores a comprehensive range of topics and models, such as privacy and art, the Digital Millennium Copyright Act, Open Source public license, Creative Commons, Digital Rights Management, as well as working definitions of Fair Use. Knowledge of media law is crucial for creative and design professionals.",check out the website in given url for more information,14 Weeks,Beth Rosenberg-Erik Dykema,4.522,FREE-Add a Verified Certificate for Rs. 20791.5,Introductory,https://www.edx.org/course/media-law
Líderes para la Gestión en Seguridad Ciudadana y Justicia,Inter-American Development Bank,check out the website in given url for more information,"Management, Deterrence, Governance, Crime Prevention",10 Weeks,Olga Espinoza-Eduardo Pazinato-Alejandra Mera-Hung-En Sung,4.7,FREE-Add a Verified Certificate for Rs. 2087.5,Intermediate,https://www.edx.org/course/lideres-para-la-gestion-en-seguridad-ciudadana-y-j
"Diseña, fabrica y programa tu propio robot",Universitat Politècnica de Valencia,check out the website in given url for more information,"Robotics, Electronics, Operating Systems, Android (Operating System), Android Applications, Programming Tools, TinkerCAD, Computer Science, Electronic Design",6 Weeks,Leopoldo Armesto Ángel,4.522,FREE-Add a Verified Certificate for Rs. 6262.5,Introductory,https://www.edx.org/course/disena-fabrica-y-programa-tu-propio-robot
Pivoting to Online Teaching: Research and Practitioner Perspectives,University of Texas at Arlington,"Learn practical ways to quickly move into teaching online, guided by top scholars and practitioners in the field. Each module, you will watch videos and read articles by online learning experts and participate in activities and discussions. The instructors will synthesize relevant resources to help those who are new to online learning and those who have experience.",check out the website in given url for more information,6 Weeks,George Siemens-Justin Dellinger-Matt Crosslin-Tanya Joosten,4.522,FREE-Add a Verified Certificate for Rs. 11606.5,Introductory,https://www.edx.org/course/pivoting-to-online-teaching-research-and-practitioner-perspectives
Circular Economy: An Interdisciplinary Approach,Wageningen University & Research,check out the website in given url for more information,"Linear Model, Supply Chain, Systems Thinking, Agent-Based Model, Operations, Life-Cycle Assessment, Emerging Technologies, Economics, Life Cycle Assessment, Business Strategies",6 Weeks,Emiel Wubben-Alistair Beames-Gert Jan Hofstede-Dr. Kim Poldner,4.8,FREE-Add a Verified Certificate for Rs. 12441.5,Advanced,https://www.edx.org/course/circular-economy-an-interdisciplinary-approach
Calculus 1B: Integration,Massachusetts Institute of Technology,"The integral is vital in engineering design, scientific analysis, probability and statistics. You will use integrals to find centers of mass, the stress on a beam during construction, the power exerted by a motor, and the distance traveled by a rocket. The three modules in this series are being offered as an XSeries on edX.",check out the website in given url for more information,15 Weeks,David Jerison-Gigliola Staffilani-Jennifer French-Karene Chu,4.522,FREE-Add a Verified Certificate for Rs. 8350.0,Intermediate,https://www.edx.org/course/calculus-1b-integration
Algorithmic Design and Techniques,"The University of California, San Diego","This course is part of the Algorithms and Data Structures MicroMasters program. In this course, you will learn basic algorithmic techniques and ideas for computational problems. Problems arise in practical applications such as sorting and searching, divide and conquer, greedy algorithms and dynamic programming. You will practice solving computational problems, designing new algorithms, and implementing solutions efficiently.","Greedy Algorithm, Algorithm Design, Dynamic Programming, Sorting, Algorithms, Data Structures, Divide And Conquer",6 Weeks,Pavel Pevzner-Daniel Kane-Alexander S. Kulikov-Michael Levin,4.522,FREE-Add a Verified Certificate for Rs. 8266.5,Intermediate,https://www.edx.org/course/algorithmic-design-and-techniques
Drinking Water Treatment,Delft University of Technology,check out the website in given url for more information,"Sewage, Water Treatment, Biological Process, Water Quality, Water Services, Engineering Design Process, Groundwater, Surface Water, Unit Processes",7 Weeks,Luuk Rietveld-Doris van Halem,4.4,FREE-Add a Verified Certificate for Rs. 4175.0,Intermediate,https://www.edx.org/course/drinking-water-treatment-2
Fundamentos de información financiera y contable,Universidades Anáhuac,Este curso online esta desarrollado como un recorrido introductorio al mundo of la contabilidad and las finanzas. Los contenidos han sido desar rollados y organizados by expertos.,"Trial Balance, Finance, Balance Sheet, Accounting Regulations, Comprehensive Income, Accounting",5 Weeks,Laura Avila Rodríguez-Lourdes Rojas Cataño,4.9,FREE-Add a Verified Certificate for Rs. 4091.5,Intermediate,https://www.edx.org/course/fundamentos-de-informacion-financiera-y-contable-2
Les principes de la finance,Université catholique de Louvain,check out the website in given url for more information,"Operations, Decision Making, Influencing Skills, Investment Decisions, Arbitrage, Financial Education, Actuarial Science, Investments, Expected Return, Conceptual Framework, Financial Asset, Corporate Finance, Derivatives, Portfolio Management, Finance, Financial Market, Futures Exchange, Loans, Rate Of Return, Flux (React.js), International Finance, Integration, Capital Markets, Stocks (Finance)",13 Weeks,Catherine D'Hondt-Isabelle Platten,4.522,FREE-Add a Verified Certificate for Rs. 12525.0,Intermediate,https://www.edx.org/course/les-principes-de-la-finance
Music Technology Foundations,University of Adelaide,check out the website in given url for more information,"Electronic Music, Music Technology, MIDI",6 Weeks,Luke Harrald-Christian Haines-Stephen Whittington,4.522,FREE-Add a Verified Certificate for Rs. 14111.5,Introductory,https://www.edx.org/course/music-technology-foundations
The Entrepreneurial Mindset,Babson College,check out the website in given url for more information,"Innovation, Automated Teller Machine, Entrepreneurship",6 Weeks,Dennis J. Ceru,3.9,FREE-Add a Verified Certificate for Rs. 12441.5,Introductory,https://www.edx.org/course/the-entrepreneurial-mindset
"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems",The University of Michigan,check out the website in given url for more information,check out the website in given url for more information,5 Weeks,Kathleen Alsup-Glenn M. Fox-Kelli A. Sullivan,4.522,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/anatomy-gastrointestinal-reproductive-and-endocrin
Risk Management and Credit Principles,NYIF,check out the website in given url for more information,"Risk Management, Loss Given Default, Credit Risk, Business Risk Management, Credit Analysis, Risk Analysis, Business Modeling, Finance",6 Weeks,Tracy Williams,4.7,FREE-Add a Verified Certificate for Rs. 16616.5,Advanced,https://www.edx.org/course/risk-management-and-credit-principles
Steps in Japanese for Beginners1 Part3,Waseda University,check out the website in given url for more information,check out the website in given url for more information,5 Weeks,Naoko Kinoshita-Kaori Sano-Yukiyo HAMAKAWA,4.522,FREE-Add a Verified Certificate for Rs. 8266.5,Introductory,https://www.edx.org/course/steps-in-japanese-for-beginners1-part3-2
Structural Materials: Selection and Economics,Massachusetts Institute of Technology,This engineering course will introduce you to the key principles of structural materials selection. The principles taught are general enough to be applied across many domains. Key points are emphasized with interesting examples and anecdotes from industry and academia. This course benefits aspiring engineers and students with no previous experience as well as the seasoned professional.,"Infrastructure, Economics, Structural Materials",3 Weeks,Thomas Eagar-Jessica Sandland,4.522,FREE-Add a Verified Certificate for Rs. 4175.0,Introductory,https://www.edx.org/course/structural-materials-selection-and-economics
Algorithm Design and Analysis,University of Pennsylvania,"This course is part of the Computer Science Essentials for Software Development Professional Certificate program. It is an introduction to design and analysis of algorithms. You will learn about algorithms that operate on common data structures, for instance sorting and searching. Also learn about advanced graph algorithms such as minimum spanning trees and shortest paths.",check out the website in given url for more information,4 Weeks,Sampath Kannan,4.522,FREE-Add a Verified Certificate for Rs. 12441.5,Intermediate,https://www.edx.org/course/algorithm-design-and-analysis
Estructuras de Datos con Python,The University of Michigan,check out the website in given url for more information,"Collections, Procedural Programming, Go (Programming Language), Data Analysis, Python (Programming Language), Data Structures",7 Weeks,Charles Severance,4.522,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/estructuras-de-datos-con-python
Mandarin Chinese for Business,MandarinX,check out the website in given url for more information,"Pronunciation, Negotiation, Mandarin Chinese",6 Weeks,Estella Chen,4.522,FREE-Add a Verified Certificate for Rs. 12441.5,Intermediate,https://www.edx.org/course/mandarin-chinese-for-business
Bases Matemáticas: Números y terminología,Universitat Politècnica de Valencia,check out the website in given url for more information,Basic Math,4 Weeks,Antonio José Guirao Sánchez-Santiago Moll López,4.522,FREE-Add a Verified Certificate for Rs. 4175.0,Intermediate,https://www.edx.org/course/bases-matematicas-numeros-y-terminologia
Arab-Islamic History: From Tribes to Empires,IsraelX-Tel Aviv University,check out the website in given url for more information,check out the website in given url for more information,8 Weeks,Miri Shefer-Mossensohn,4.522,FREE-Add a Verified Certificate for Rs. 12441.5,Introductory,https://www.edx.org/course/arab-islamic-history-from-tribes-to-empires
Human-Computer Interaction I: Fundamentals & Design Principles,The Georgia Institute of Technology,check out the website in given url for more information,"Cognitive Load Theory, User Interface Design, Computer Science, Human Factors Engineering, Psychology, Information Visualization, Augmented Reality, User Experience Design (UX), Interface Design, Design Elements And Principles",6 Weeks,David Joyner,4.6,FREE-Add a Verified Certificate for Rs. 8266.5,Introductory,https://www.edx.org/course/human-computer-interaction-i-fundamentals-design-p
Modeling and simulation of multibody systems,Université catholique de Louvain,check out the website in given url for more information,check out the website in given url for more information,14 Weeks,Paul Fisette-Maxime Raison,4.522,FREE-Add a Verified Certificate for Rs. 4175.0,Intermediate,https://www.edx.org/course/modeling-and-simulation-of-multibody-systems
The Science of Parenting,"The University of California, San Diego",check out the website in given url for more information,"Vaccination, Decision Making, Scientific Literature, Social Work, Cognitive Development, Autism Spectrum Disorders",5 Weeks,David Barner,4.522,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/the-science-of-parenting
Inclusive Teaching: Supporting All Students in the College Classroom,Columbia University,check out the website in given url for more information,"Universal Design For Learning, Psychology, Cultural Responsiveness, Request For Proposal, Diverse Learners, Student Development, Universal Design, Biology, Teaching",6 Weeks,Columbia University Center for Teaching and Learning-Amanda M. Jungels-Chandani Patel-Amanda Irvin,4.8,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/inclusive-teaching-supporting-all-students-in-the
Analytics for Decision Making,Babson College,check out the website in given url for more information,"Quantitative Modeling, Data Science, Management, Statistics, Statistical Methods, Customer Engagement, Quantitative Models Of The Action Potential, Data Analysis, Decision Making, Statistical Thinking",4 Weeks,Rick Cleary-Nathan Karst-Davit Khachatryan-George Recck,4.1,FREE-Add a Verified Certificate for Rs. 20791.5,Introductory,https://www.edx.org/course/analytics-for-decision-making
Principios de Análisis e Instrumentos Financieros,Universidades Anáhuac,"El curso está diseñado para que el participante comprenda la información financiera que proveen los estados financieros. El análisis adecuado e integral del desempeño, en lo that respecta a la inversión, financiamiento and operación of la empresa.","Commercial Banking, Investments, Corporate Finance, Financial Analysis, Financial Statements, Decision Making",5 Weeks,Ricardo Cristhian Morales Pelagio-Joel Álvarez Bautista,4.522,FREE-Add a Verified Certificate for Rs. 4091.5,Intermediate,https://www.edx.org/course/principios-de-analisis-e-instrumentos-financieros
Energy Principles and Renewable Energy,The University of Queensland,"This course addresses the important global issue of transitioning to a sustainable energy future. Renewable energy technologies analysed include: bioenergy, geothermal, solar, wind power, hydropower and ocean power. You may take the course as a single course or complete all four courses in the series. There are two enrolment options: verified enrolment and audit enrolment.",check out the website in given url for more information,14 Weeks,Simon Smart,4.522,FREE-Add a Verified Certificate for Rs. 31312.5,Advanced,https://www.edx.org/course/energy-principles-and-renewable-energy
DNA: Biology’s Genetic Code,Rice University,"DNA encodes our genetic information and is passed on within cells to maintain living organisms and to produce the next generation. Join this exploration of DNA structure, packaging, replication, and manipulation. The course utilizes video lectures, research articles, case studies, and molecular models to convey information. The grade will be based on questions with each video lecture, quizzes, homework, and a final exam.","Biology, Research, Integration, Packaging And Labeling",6 Weeks,Elizabeth Eich-Daniel J. Catanese,4.522,FREE-Add a Verified Certificate for Rs. 14111.5,Intermediate,https://www.edx.org/course/dna-biologys-genetic-code
Music For Wellness,Berklee College of Music,"Learn simple techniques to enrich your mind, body, and spirit through music. Developed by a board-certified music therapist and a vocalist/pianist/composer/recording artist specializing in Indian music. These strategies combine science with the wisdom of Eastern philosophy.","Certified Music Therapist, Creativity",4 Weeks,Suzanne Hanser-Annette Philip,4.8,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/music-for-wellness
Mining Massive Datasets,Stanford University,check out the website in given url for more information,"Algorithms, Dimensionality Reduction, Link Analysis, Text Mining, Machine Learning, PageRank, MapReduce",7 Weeks,Jeffrey D. Ullman-Jure Leskovec-Anand Rajaraman,4.522,FREE-Add a Verified Certificate for Rs. 12441.5,Advanced,https://www.edx.org/course/mining-massive-datasets
Introduction to Electrical and Electronic Engineering - 電気電子工学入門 -,Tokyo Institute of Technology,check out the website in given url for more information,"Electronic Engineering, Application Programming Interface (API), Basic Research, Speech Synthesis, English Language",4 Weeks,Akira Chiba-Akira Matsuzawa-Shinsuke Miyajima-Ayaka Saito,4.522,FREE-Add a Verified Certificate for Rs. 4175.0,Introductory,https://www.edx.org/course/introduction-to-electrical-and-electronic-engineer
A travel by Spanish America: Spanish for beginners,Universidad del Rosario,"Today more tan 580 million people speak Spanish in the five continents and it is the third language used to communicate in the web and social networks.This course helps you learn basic expressions and communicative tools so that you can travel to diverse Spanish-speaking destinations, and make the most of your stay while you go more deeply in the cultures.You will know about Spanish American places and traditions that will make you wish to travel. You will know how to introduce yourself, do shopping, ask for places, follow directions, taste street dishes, or enjoy some meal at a restaurant.This course is designed by teachers from the Program of Spanish for Foreigners (PEPE) of Universidad del Rosario, who have taught Spanish in Colombia and other countries taking culture as the means to teach the language..Unit 1. Como Pedro por su casaUnit 2. El cliente siempre tiene la razónUnit 3 Barriga llena, corazón contentoUnit 4. El que busca encuentra",Spanish Language,4 Weeks,Diana Alejandra Hincapié Moreno-María Liliana Labrador Morales-Diana Rocío Umaña Buitrago,4.522,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/un-viaje-por-hispanoamerica-espanol-inicial
Introducción a la Inteligencia Artificial,Universidades Anáhuac,"La Inteligencia Artificial (IA) nos permite comunicarnos con nuestros teléfonos celulares y computadoras, como si ellos fueran seres humanos. Pero, ¿será posible construir una máquina o robot tan inteligente com as el ser humano? Esta es una de las respuestas que la IA trata ofrecer.","Deep Learning, Artificial Intelligence, Customer Satisfaction, Customer Service, RapidMiner, Natural Language Processing, Forecasting, Data Science, Expert Systems, Decision Tree Learning, Machine Learning",4 Weeks,Román Alberto Zamarripa Franco,4.2,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/introduccion-a-la-inteligencia-artificial
Introducción a la Inteligencia Artificial: Principales Algoritmos,Universidad Galileo,"En este curso lograrás familiarizarte con los principios filosóficos y algorítmicos de las técnicas más populares de inteligencia artificial.El curso está estructurado como un compendio de algoritmos organizados por el área de inteligencia artificial a la cual pertenecen.Las áreas que trataremos son: Knowledge Based AI, Search Algorithms, Machine Learning.Cada unidad consiste en una introducción al objetivo del algoritmo, una descripción de su operación, y ejemplos de aplicación. Tendrás la oportunidad de poner en práctica lo aprendido empleando librerías populares de inteligencia artificial como https://scikit-learn.org y http://gym.openai.com..1. Introducción2. Algoritmos tradicionales de Inteligencia Artificial3. Machine learning: Aprendizaje supervisado4. Machine learning: Aprendizaje no supervisado y reforzadoAprendizaje no supervisadoReforzado","Algorithms, Chatbot, Search Algorithms, Speech Recognition, Machine Learning, Scikit-learn (Machine Learning Library), Artificial Intelligence",4 Weeks,Jorge Samayoa-Eduardo Corpeño-Preng Biba-Julio Fajardo,4.522,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/introduccion-a-la-inteligencia-artificial-principales-algoritmos
Digital Security and Human Rights,Amnesty International,check out the website in given url for more information,check out the website in given url for more information,3 Weeks,Amnesty International,4.522,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/digital-security-and-human-rights
Critical thinking: reasoned decision making,Tecnológico de Monterrey,"Critical thinking is the active, careful and persistent examination of all beliefs in the light of the fundamentals that support them and their conclusions. Critical thinking helps making decisions within a company, selecting the best action for the organization. In this online course the approaches will be oriented to analyze the critical thinking required in these areas.","Decision Making, Critical Thinking, Social Issue, Ethical Responsibility",4 Weeks,Eduardo Pérez Gorostieta,4.522,FREE-Add a Verified Certificate for Rs. 12441.5,Introductory,https://www.edx.org/course/critical-thinking-reasoned-decision-making
Introduction to the Internet of Things,Universitat Politècnica de Valencia,check out the website in given url for more information,Internet Of Things (IoT),6 Weeks,Leopoldo Armesto Ángel,4.522,FREE-Add a Verified Certificate for Rs. 4175.0,Introductory,https://www.edx.org/course/introduction-to-the-internet-of-things
Trading - Fundamentals of Technical Analysis,NYIF,"Price charts are one of the primary tools of technicians. Charts provide a history of market action and analysts can observe patterns in the chart. As early as the 1930s, analysts determined that certain patterns tended to precede certain price moves. We focus on defining and applying momentum indicators to make buy and sell decisions.","Technical Analysis, Finance, Fundamental Analysis, Market Analysis, Psychology, Supply And Demand",6 Weeks,Michael Carr,4.522,FREE-Add a Verified Certificate for Rs. 16616.5,Introductory,https://www.edx.org/course/trading-fundamentals-of-technical-analysis
Riñones: conoce sus funciones para mejorar tu salud y calidad de vida,Universidad Autónoma de Madrid,check out the website in given url for more information,"Physiology, Kidneys, Pathology",6 Weeks,Alberto Ortiz Arduan-María Dolores Sánchez Niño-María Vanessa Pérez Gómez,4.522,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/rinones-conoce-sus-funciones-para-mejorar-tu-salud
Design Thinking: Empathizing to Understand the Problem,Rochester Institute of Technology,check out the website in given url for more information,"Stakeholder Communications, Innovation, Active Listening, Research Methodologies, Design Thinking, Empathy, Target Audience",6 Weeks,Jennifer Englert,4.522,FREE-Add a Verified Certificate for Rs. 24966.5,Intermediate,https://www.edx.org/course/design-thinking-empathizing-to-understand-the-prob
Storytelling in the Workplace,Rochester Institute of Technology,check out the website in given url for more information,"Target Audience, Writing, Communications",3 Weeks,Ammina Kothari,4.4,FREE-Add a Verified Certificate for Rs. 16616.5,Introductory,https://www.edx.org/course/storytelling-in-the-workplace-3
Marketing Analytics: Price and Promotion Analytics,"University of California, Berkeley",check out the website in given url for more information,check out the website in given url for more information,4 Weeks,Stephan Sorger,4.522,FREE-Add a Verified Certificate for Rs. 20791.5,Intermediate,https://www.edx.org/course/marketing-analytics-price-and-promotion-analytics
Implementation of Data Structures,IITBombay,check out the website in given url for more information,"Computer Science, C++ (Programming Language), Algorithms, Standard Template Library (STL), Object-Oriented Programming (OOP), Abstract Data Types, Data Structures",6 Weeks,Deepak B. Phatak-Nagesh Karmali-Ajit Diwan-Ganesh Ramakrishnan,4.522,FREE-Add a Verified Certificate for Rs. 12441.5,Intermediate,https://www.edx.org/course/implementation-of-data-structures
Activism and Citizen Journalism through Media,Wits University,check out the website in given url for more information,check out the website in given url for more information,4 Weeks,Paul McNally-Boikaego Seadira-Susan Stos-Zandile Mashaba,4.522,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/activism-and-citizen-journalism-through-media
Electric and Conventional Vehicles,Chalmers University of Technology,check out the website in given url for more information,"Batteries, Automotive Industry, Powertrain, Hybrid Vehicles, Energy Consumption, MATLAB, Simulink",6 Weeks,Sven Andersson-Anders Grauers,4.522,FREE-Add a Verified Certificate for Rs. 20791.5,Advanced,https://www.edx.org/course/electric-and-conventional-vehicles
Big Data Fundamentals,University of Adelaide,"Learn how big data is driving organisational change and the key challenges organizations face when trying to analyse massive data sets. You will learn how to design and implement PageRank algorithms using MapReduce, a programming paradigm that allows for massive scalability across hundreds of servers in a Hadoop cluster.","Data Mining, Big Data, MapReduce, Scalability, Organizational Change, Apache Hadoop, Online Advertising, Algorithms, Stream Processing, PageRank",10 Weeks,Frank Neumann-Vahid Roostapour-Aneta Neumann-Wanru (Kelly) Gao,4.522,FREE-Add a Verified Certificate for Rs. 16616.5,Intermediate,https://www.edx.org/course/big-data-fundamentals
Sustainable Food Security: The value of systems thinking,Wageningen University & Research,check out the website in given url for more information,"Environmental Studies, Systems Analysis, Systems Thinking, Production Systems, Sustainability, Environmental Issue, Food Security, Crop Production, Decision Making",6 Weeks,Gerrie van de Ven-I.J.M. de Boer-Carolien Kroeze-Eddie Bokkers,4.522,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/sustainable-food-security-the-value-of-systems-thi
Knowledge Management and Big Data in Business,The Hong Kong Polytechnic University,check out the website in given url for more information,"Management, Business Modeling, Service Design, Social Issue, Reasoning Systems, Knowledge Management, Data Analysis, Big Data, Artificial Intelligence, Cloud Computing, Social Sciences, Physical Science",8 Weeks,W.B. Lee-Klaus Tochtermann-Usama Fayyad-Eric Tsui,4.3,FREE-Add a Verified Certificate for Rs. 4175.0,Introductory,https://www.edx.org/course/knowledge-management-and-big-data-in-business
Uso efectivo del tiempo,Pontificia Universidad Javeriana,"Estamos ocupados todo el tiempo y trabajamos fuertemente, pero nunca hemos comprendido que la eficacia y la efectividad de nuestro trabajo se ven disminuidas. Este cambio de actuación en nuestra vida personal y profesional no es algo that pueda darse de la noche a la mañana, sino que requiere constancia.",Time Management,6 Weeks,Alvaro Figueroa Cabrera,4.522,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/uso-efectivo-del-tiempo
C Programming: Pointers and Memory Management,Dartmouth_IMTx-Dartmouth College-IMT,check out the website in given url for more information,"Memory Management, C Dynamic Memory Allocation, Programming Concepts, Linux",7 Weeks,Petra Bonfert-Taylor-Rémi Sharrock,4.522,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/c-programming-pointers-and-memory-management
Astrophysics: The Violent Universe,Australian National University,check out the website in given url for more information,"Textiles, Quantum Mechanics, Physics, Astrophysics, Astronomy",10 Weeks,Brian Schmidt-Paul Francis,4.7,FREE-Add a Verified Certificate for Rs. 4175.0,Intermediate,https://www.edx.org/course/astrophysics-the-violent-universe
Landscape Ecology,ETH Zurich,"Landscape Ecology is a discipline where natural and social sciences meet. We will teach you the modern tools of Landscape Ecology enabling you to address fundamental research questions. You will also get valuable practical advice in solving existing real landscape issues. Leading Landscape ecology professors will present case studies from around the world, highlighting tools and methods.","Landscaping, Social Sciences, Landscape Ecology, Land Management",14 Weeks,Felix Kienast-Gregor Martius-Janet Silbernagel-Sima Fakheran,4.0,FREE-Add a Verified Certificate for Rs. 4175.0,Intermediate,https://www.edx.org/course/landscape-ecology
IoT Programming and Big Data,Curtin University,check out the website in given url for more information,"Log Files, Internet Of Things (IoT), Distributed Data Store, Programming Concepts, Big Data, Python (Programming Language), Demonstration Skills",5 Weeks,Iain Murray AM,4.522,FREE-Add a Verified Certificate for Rs. 16616.5,Introductory,https://www.edx.org/course/iot-programming-and-big-data
AWS: Getting Started with Cloud Security,Amazon Web Services,check out the website in given url for more information,"Amazon GuardDuty, Amazon S3, Amazon CloudWatch, Security Controls, Amazon Virtual Private Cloud (VPC), Solution Architecture, Identity And Access Management, Amazon Web Services, Directory Service, Amazon Elastic Compute Cloud, Encryption, Amazon Elastic Block Stores, Cloud Computing Security, Demonstration Skills, News Stories, AWS CloudTrail",4 Weeks,Rudy Chetty-Hong Pham,4.0,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/aws-getting-started-with-cloud-security
Introducción a la gravedad cuántica de lazos,Universidad Nacional de Córdoba,EsteMOOC es un acercamiento cotidiano a la gravedad cuántica. El curso entrega al estudiante el conocimiento para entender cómo the gravedads mezcla la mecánica cuática.,"Quantum Mechanics, Physics",5 Weeks,Jorge Pullin,4.522,FREE-Add a Verified Certificate for Rs. 4175.0,Introductory,https://www.edx.org/course/introduccion-a-la-gravedad-cuantica-de-lazos
Introduction to the Music Business,Berklee College of Music,"Learn the history, underpinnings, and basics of the music business. Ad-supported and subscription models will generate unprecedented revenues that will surpass even the best of past earnings. Course author John Kellogg offers students the opportunity to learn the fundamental principles of the new music business, for now and into the future.",Music Industry,6 Weeks,John P. Kellogg,4.7,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/berkleex-introduction-to-the-music-business
