Title,Link,Organization,Instructor,Skills,Ratings,Review counts,Cost,Enrolled,Level,Cerification,Completion Time,,Decription
A life with ADHD,https://www.coursera.org/learn/life-with-adhd,University of Geneva,,,4.7,,Free,0,Beginner,Course,3 - 6 Months,," Understand what ADHD is and the challenges related to this disorder  , Understand what ADHD is and the challenges related to this disorder  , Familiarize yourself with the diagnostic and therapeutic issues of this disorder  , Familiarize yourself with the diagnostic and therapeutic issues of this disorder  , Know the biological, psychological and environmental interventions  , Know the biological, psychological and environmental interventions  ,"
Integrative Health and Medicine,https://www.coursera.org/specializations/integrative-health-and-medicine,University of Minnesota,"Robin Austin, DNP, DC"," Writing, Leadership and Management",4.8,1109,Free,24240,Beginner,Specialization,3 - 6 Months,,"Assess  the current and potential role for integrative therapies in health and healthcare, including your own workplace.,Assess  the current and potential role for integrative therapies in health and healthcare, including your own workplace.,Discuss the evidence base for use of integrative therapies, including the historical, clinical, and research data.    ,Discuss the evidence base for use of integrative therapies, including the historical, clinical, and research data.    ,Assess if a therapy is appropriate, Educate patients about  benefit and risk, Administer or advise on use, and Evaluate if the therapy was useful.,Assess if a therapy is appropriate, Educate patients about  benefit and risk, Administer or advise on use, and Evaluate if the therapy was useful.,Partner with patients to incorporate integrative therapies for specific symptom management or enhanced health and wellbeing.    ,Partner with patients to incorporate integrative therapies for specific symptom management or enhanced health and wellbeing.    ,"
The Science of Well-Being for Teens,https://www.coursera.org/learn/the-science-of-well-being-for-teens,Yale University,,,4.9,,Free,0,Beginner,Course,3 - 6 Months,,"You will learn what psychological science has to say about living the good life,You will learn what psychological science has to say about living the good life,You will engage in evidence-based behaviors proven to boost mood,You will engage in evidence-based behaviors proven to boost mood,"
Evaluations of AI Applications in Healthcare,https://www.coursera.org/learn/evaluations-ai-applications-healthcare,Stanford University,Tina Hernandez-Boussard,,4.6,202,Free,12594,Beginner,Course,3 - 6 Months,,"Principles and practical considerations for integrating AI into clinical workflows,Principles and practical considerations for integrating AI into clinical workflows,Best practices of AI applications to promote fair and equitable healthcare solutions,Best practices of AI applications to promote fair and equitable healthcare solutions,Challenges of regulation of AI applications and which components of a model can be regulated,Challenges of regulation of AI applications and which components of a model can be regulated,What standard evaluation metrics do and do not provide,What standard evaluation metrics do and do not provide,"
Administración de Empresas,https://www.coursera.org/specializations/administracion-de-empresas,Universidad de Palermo,Esteban Maccari," Strategy, Leadership and Management, Marketing, Organizational Development, Planning, Econometrics, Negotiation, Strategy and Operations, Business Communication, Communication, Decision Making, Probability & Statistics, Process Analysis, Adaptability, Business Intelligence, Collaboration, Persona Research, Probability Distribution, Accounting, Calculus, Change Management, Culture, Human Resources, Innovation, Marketing Management, Project Management, Account Management, Brand Management, General Statistics, Marketing Design, Behavioral Economics, Business Process Management, Customer Analysis, Finance, Market Research, Operations Research, Business, Professional Development",4.8,529,Free,6043,Beginner,Specialization,3 - 6 Months,,"Importancia del desarrollo estratégico y del marketing.,Importancia del desarrollo estratégico y del marketing.,Sistemas ágiles de gestión.,Sistemas ágiles de gestión.,Herramientas para comprender el contexto. Utilización de información contable y financiera.,Herramientas para comprender el contexto. Utilización de información contable y financiera.,"
Excel for Beginners: Introduction to Spreadsheets,https://www.coursera.org/projects/excel-for-beginners-introduction-to-spreadsheets,Coursera Project Network,Edward Falzon , Microsoft Excel,4.6,,Free,8521,Beginner,Guided Project,Less Than 2 Hours,,"Create and format a table of data in a spreadsheet,Create and format a table of data in a spreadsheet,Use formulae and functions to derive knowledge from raw data,Use formulae and functions to derive knowledge from raw data,Use conditional formatting to provide better readability to tables,Use conditional formatting to provide better readability to tables,"
Supply Chain Management and Analytics,https://www.coursera.org/learn/supply-chain-management-and-analytics,Unilever,Unilever Team," Data Analysis, Data Visualization, Leadership and Management, Problem Solving, Risk Management",4.8,24,Free,4241,Beginner,Course,3 - 6 Months,,"Risk Management,Data Analysis,Problem Solving,Presentation Layer,Data Visualization,"
Advanced Digital Transformation,https://www.coursera.org/specializations/advanced-digital-transformation-iima,IIMA - IIM Ahmedabad,Pankaj Setia,,4.6,25,Free,1665,Intermediate,Specialization,3 - 6 Months,,"Strategies and models to develop advanced digital capabilities that are required to enhance organizational performance and competitiveness in the modern world,Strategies and models to develop advanced digital capabilities that are required to enhance organizational performance and competitiveness in the modern world,Models to conceptualize, plan, and execute a successful transformation required for creating a modern-age digital organization, and ways to communicate these to relevant stakeholders,Models to conceptualize, plan, and execute a successful transformation required for creating a modern-age digital organization, and ways to communicate these to relevant stakeholders,Best practices and organizational theories to unravel and analyze digital technologies and identify transformations most suitable for an organization,Best practices and organizational theories to unravel and analyze digital technologies and identify transformations most suitable for an organization,Scientific ways to create business models, strategies, and programs that catalyze digitally-enabled products and services, for an existing organization or a new startup,Scientific ways to create business models, strategies, and programs that catalyze digitally-enabled products and services, for an existing organization or a new startup,"
Supply Chain Principles,https://www.coursera.org/learn/supply-chain-principles,Georgia Institute of Technology,," Leadership and Management, Supply Chain Systems, Supply Chain and Logistics, Operations Management, Strategy and Operations, Inventory Management, Planning, Transportation Operations Management, Material Handling, Procurement, Warehouse Management",4.6,,Free,0,Mixed,Course,3 - 6 Months,,"Procurement,Supply Chain,Transporting,"
"Negotiation, Mediation and Conflict Resolution",https://www.coursera.org/specializations/negotiation-mediation-conflict-resolution,ESSEC Business School,Aurélien Colson," Communication, Marketing, Negotiation, Sales, Collaboration, Leadership and Management, Business Communication, Business Psychology, Conflict Management, Culture, Human Resources, Leadership Development, Planning, Strategy",4.7,1551,Free,42142,Beginner,Specialization,3 - 6 Months,,"Communication,Negotiation,Planning,Cross-Cultural Communication,"
Introduction to Agile Development and Scrum,https://www.coursera.org/learn/agile-development-and-scrum,IBM,John Rofrano," Software Engineering, Agile Software Development, Scrum (Software Development), Leadership and Management",4.9,1655,Free,63386,Beginner,Course,3 - 6 Months,,"Adopt the 5 practices of Agile, a subset of DevOps: small batches, minimum viable product, pair programming, behavior- and test-driven development. ,Adopt the 5 practices of Agile, a subset of DevOps: small batches, minimum viable product, pair programming, behavior- and test-driven development. ,Write good user stories, estimate and assign story points and track stories using a kanban board.  Incorporate Scrum artifacts, events, and benefits.,Write good user stories, estimate and assign story points and track stories using a kanban board.  Incorporate Scrum artifacts, events, and benefits.,Create and refine a product backlog using the sprint planning process. Produce potentially shippable product increments with every iteration.,Create and refine a product backlog using the sprint planning process. Produce potentially shippable product increments with every iteration.,Create burndown charts to forecast the ability to meet a sprint goal. Use metrics to enhance performance, productivity, and client satisfaction.,Create burndown charts to forecast the ability to meet a sprint goal. Use metrics to enhance performance, productivity, and client satisfaction.,"
Using Python to Interact with the Operating System,https://www.coursera.org/learn/python-operating-system,Google,Google Career Certificates," Computer Programming, Python Programming",4.7,6046,Free,234952,Beginner,Course,3 - 6 Months,,"Setup, configure, and use your own developer environment in Python,Setup, configure, and use your own developer environment in Python,Manipulate files and processes running on the Operating System using Python,Manipulate files and processes running on the Operating System using Python,Understand and use regular expressions (regex), a powerful tool for processing text files,Understand and use regular expressions (regex), a powerful tool for processing text files,Know when to choose Bash or Python, and create small scripts using Bash,Know when to choose Bash or Python, and create small scripts using Bash,"
Exploring Renewable Energy Schemes,https://www.coursera.org/learn/exploring-renewable-energy,University of Pennsylvania,,,4.7,,Free,0,Beginner,Course,3 - 6 Months,,"Identify the essential characteristics and technical requirements of photovoltaic, wind, and low head hydroelectric energy systems.,Identify the essential characteristics and technical requirements of photovoltaic, wind, and low head hydroelectric energy systems.,Integrate scientific and technological principles necessary to assess and implement small-scale renewable energy schemes.,Integrate scientific and technological principles necessary to assess and implement small-scale renewable energy schemes.,Develop a plan for implementing a small-scale renewable energy scheme.,Develop a plan for implementing a small-scale renewable energy scheme.,"
Core Java,https://www.coursera.org/specializations/core-java,LearnQuest,Evan Bergman," Computer Programming, Java Programming, Programming Principles, Software Engineering, Computer Programming Tools, Problem Solving, Software Engineering Tools, Application Development, Data Structures, Web Development, Mathematical Theory & Analysis, Mobile Development Tools",4.6,1467,Free,43054,Intermediate,Specialization,3 - 6 Months,,"Learn the basic syntax and functions of the Java programming language,Learn the basic syntax and functions of the Java programming language,Apply object-oriented programming techniques to building classes, creating objects, and understanding how solutions are packaged in Java.,Apply object-oriented programming techniques to building classes, creating objects, and understanding how solutions are packaged in Java.,Learn how to implement inheritance and polymorphism in Java.,Learn how to implement inheritance and polymorphism in Java.,Use selected parts of the vast Java SE class library to enhance your Java programming techniques.,Use selected parts of the vast Java SE class library to enhance your Java programming techniques.,"
Introduction to Embedded Systems Software and Development Environments,https://www.coursera.org/learn/introduction-embedded-systems,University of Colorado Boulder,," C Programming Language Family, Computer Architecture, Computer Programming, Computer Programming Tools, Software Engineering, Software Architecture, Software Engineering Tools, System Programming, System Software, Systems Design",4.5,,Free,0,Intermediate,Course,3 - 6 Months,,"Classify the parts of an embedded systems developer’s Source Configuration Management (SCM),Classify the parts of an embedded systems developer’s Source Configuration Management (SCM),Implement a build system using GNU’s Make and GCC compiler toolsets,Implement a build system using GNU’s Make and GCC compiler toolsets,Write C-programs to define data in different memory regions,Write C-programs to define data in different memory regions,"
Fundamentals of Reinforcement Learning,https://www.coursera.org/learn/fundamentals-of-reinforcement-learning,University of Alberta,Martha White," Machine Learning, Reinforcement Learning, Machine Learning Algorithms, Python Programming, Statistical Programming, Computer Programming, Decision Making",4.8,2709,Free,86959,Intermediate,Course,3 - 6 Months,,"Formalize problems as Markov Decision Processes ,Formalize problems as Markov Decision Processes ,Understand basic exploration methods and the exploration / exploitation tradeoff,Understand basic exploration methods and the exploration / exploitation tradeoff,Understand value functions, as a general-purpose tool for optimal decision-making,Understand value functions, as a general-purpose tool for optimal decision-making,Know how to implement dynamic programming as an efficient solution approach to an industrial control problem,Know how to implement dynamic programming as an efficient solution approach to an industrial control problem,"
Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,https://www.coursera.org/learn/investment-management,HEC Paris,," Finance, Investment Management, Leadership and Management, Financial Analysis, Financial Management, Mathematics, Risk Management, Statistical Analysis, Market Analysis, Correlation And Dependence",4.6,,Free,0,Intermediate,Course,3 - 6 Months,,"Investment Management,Portfolio Theories,Financial Markets,Asset Management,"
TensorFlow: Data and Deployment,https://www.coursera.org/specializations/tensorflow-data-and-deployment,DeepLearning.AI,Laurence Moroney," Machine Learning, Applied Machine Learning, Deep Learning, Tensorflow, Computer Programming, Javascript, Artificial Neural Networks, Python Programming, Data Model, Machine Learning Algorithms, Machine Learning Software, Mobile Development, Web Development, Computer Vision, Mobile Development Tools, Extract, Transform, Load, iOS Development",4.6,1308,Free,35265,Intermediate,Specialization,3 - 6 Months,,"Run models in your browser using TensorFlow.js,Run models in your browser using TensorFlow.js,Prepare and deploy models on mobile devices using TensorFlow Lite,Prepare and deploy models on mobile devices using TensorFlow Lite,Access, organize, and process training data more easily using TensorFlow Data Services,Access, organize, and process training data more easily using TensorFlow Data Services,Explore four advanced deployment scenarios using TensorFlow Serving, TensorFlow Hub, and TensorBoard,Explore four advanced deployment scenarios using TensorFlow Serving, TensorFlow Hub, and TensorBoard,"
Sales and CRM Overview,https://www.coursera.org/learn/sales-and-crm-overview,Salesforce,Trailhead," Customer Relationship Management, Sales, Sales Systems, B2B Sales, Customer Success, Databases, Marketing, Salesforce, Leadership and Management, Operations Management",4.6,974,Free,58685,Beginner,Course,3 - 6 Months,,"Explain how CRM works in the context of sales, marketing, and customer service in modern businesses.,Explain how CRM works in the context of sales, marketing, and customer service in modern businesses.,,,Articulate use cases for how Salesforce can provide value to sales teams.,Articulate use cases for how Salesforce can provide value to sales teams.,,,Navigate Trailhead, the official learning platform of Salesforce.,Navigate Trailhead, the official learning platform of Salesforce.,,,Demonstrate a working knowledge of the basics of the Salesforce Sales Cloud.,Demonstrate a working knowledge of the basics of the Salesforce Sales Cloud.,,,"
Auditing I: Conceptual Foundations of Auditing,https://www.coursera.org/learn/auditing-part1-conceptual-foundations,University of Illinois at Urbana-Champaign,," Accounting, Audit, Critical Thinking, Financial Analysis, Regulations and Compliance, Risk Management, Financial Accounting, General Accounting, Leadership and Management, Finance",4.7,,Free,0,Intermediate,Course,3 - 6 Months,,"Financial Auditing,Revenue Assurance,Audit Risk,"
Natural Language Processing with Attention Models,https://www.coursera.org/learn/attention-models-in-nlp,DeepLearning.AI,Younes Bensouda Mourri, Natural Language Processing,4.4,972,Free,71058,Intermediate,Course,3 - 6 Months,,"Use encoder-decoder, causal, & self-attention to machine translate complete sentences, summarize text, build chatbots & question-answering.,Use encoder-decoder, causal, & self-attention to machine translate complete sentences, summarize text, build chatbots & question-answering.,,,"
Cybersecurity Attack and Defense Fundamentals,https://www.coursera.org/specializations/cybersecurity-attack-and-defense,EC-Council,EC-Council," Network Security, Security Engineering, System Security, Computer Networking, Computer Security Incident Management, Software Security, Computer Security Models, Mobile Security, Cyberattacks, Security Software, Internet Of Things, Network Architecture, Cloud Computing, Kubernetes, Regulations and Compliance",4.6,267,Free,15128,Beginner,Specialization,3 - 6 Months,,"Information security threats, vulnerabilities, and attacks.,Information security threats, vulnerabilities, and attacks.,Network security assessment techniques and tools.,Network security assessment techniques and tools.,Computer forensics fundaments, digital evidence, and forensic investigation phases.,Computer forensics fundaments, digital evidence, and forensic investigation phases.,"
Fundamentals of Computing,https://www.coursera.org/specializations/computer-fundamentals,Rice University,Luay Nakhleh," Computer Programming, Python Programming, Programming Principles, Mathematics, Algorithms, Computational Logic, Computational Thinking, Computer Programming Tools, Critical Thinking, Problem Solving, Theoretical Computer Science, Visualization (Computer Graphics), Computer Graphics, Data Structures, Graph Theory, Probability & Statistics, Combinatorics",4.8,2899,Free,60719,Beginner,Specialization,3 - 6 Months,,"Recursion,Algorithms,Python Programming,Dynamic Programming,"
Fundamentals of GIS,https://www.coursera.org/learn/gis,"University of California, Davis",Nick Santos," ArcGIS, Data Visualization, GIS Software, Data Visualization Software, Databases, Geovisualization, Interactive Data Visualization",4.8,5513,Free,163759,Beginner,Course,3 - 6 Months,,"Define core geospatial concepts,Define core geospatial concepts,Practice with subset data using selections and feature attributes,Practice with subset data using selections and feature attributes,Create map books using advanced mapping techniques,Create map books using advanced mapping techniques,Create layer and map packages,Create layer and map packages,"
Market Research,https://www.coursera.org/specializations/market-research,"University of California, Davis",Susan Berman," Market Research, Research and Design, Marketing, Market Analysis, Communication, Business Research, Data Analysis, User Research, Critical Thinking, Decision Making, Strategy, Survey Creation, Business Communication, Planning, General Statistics, Correlation And Dependence, Data Visualization, Interactive Data Visualization, Marketing Psychology, People Management, Probability & Statistics, Storytelling, Data Analysis Software, Writing, Digital Marketing",4.6,957,Free,41180,Beginner,Specialization,3 - 6 Months,,"Compose a professionally packaged research plan or proposal,Compose a professionally packaged research plan or proposal,Analyze focus group data and create a focus group report following common business practices in qualitative market research,Analyze focus group data and create a focus group report following common business practices in qualitative market research,Design an effective questionnaire and launch your survey to the target audience,Design an effective questionnaire and launch your survey to the target audience,Analyze survey results, perform basic calculations, synthesize research findings and develop and deliver insights,Analyze survey results, perform basic calculations, synthesize research findings and develop and deliver insights,"
Aspectos básicos del diseño de la experiencia del usuario,https://www.coursera.org/learn/aspectos-basicos-del-diseno-de-la-experiencia-del-usuario-ux,Google,Google Career Certificates," Research and Design, User Experience, User Experience Design, Leadership and Management, Persona Research, Collaboration, Communication, Creativity, Organizational Development, Reinforcement Learning",4.9,3058,Free,62858,Beginner,Course,3 - 6 Months,,"Identificar algunas de las responsabilidades laborales más comunes de los diseñadores de UX de nivel básico. ,Identificar algunas de las responsabilidades laborales más comunes de los diseñadores de UX de nivel básico. ,Comprender algunos conceptos básicos del diseño de UX, como el diseño centrado en el usuario, el proceso de diseño, la accesibilidad, etc.,Comprender algunos conceptos básicos del diseño de UX, como el diseño centrado en el usuario, el proceso de diseño, la accesibilidad, etc.,Explicar por qué los sprints de diseño son una parte importante y útil del trabajo de un diseñador de UX.,Explicar por qué los sprints de diseño son una parte importante y útil del trabajo de un diseñador de UX.,Empezar a crear un portfolio en línea donde puedas mostrar tus próximos trabajos.,Empezar a crear un portfolio en línea donde puedas mostrar tus próximos trabajos.,"
Digital Manufacturing & Design Technology,https://www.coursera.org/specializations/digital-manufacturing-design-technology,University at Buffalo,Ken English," Design and Product, Leadership and Management, Product Lifecycle, Product Management, Strategy and Operations, Product Development, Business Process Management, Product Design, Supply Chain Systems, Data Management, Systems Design, Computer Networking, Supply Chain and Logistics, Human Computer Interaction, Process Analysis, Technical Product Management, Data Analysis, Project Management, System Security, Cloud Computing, Cyberattacks, Security Engineering, Big Data, Cloud Storage, Communication, Computer Security Models, Interactive Design, Network Security, Planning, Security Software, Security Strategy, Software Security, Supplier Relationship Management, Data Analysis Software, Digital Marketing, Machine Learning, Computer Security Incident Management, Data Visualization, Internet Of Things, Exploratory Data Analysis, Business Communication, Computer Graphics, Marketing",4.6,3665,Free,34937,Beginner,Specialization,3 - 6 Months,,"Artificial Intelligence (AI),Digital Design,Manufacturing Engineer,Industry 4.0,"
Introductory C Programming,https://www.coursera.org/specializations/c-programming,Duke University,Andrew D. Hilton," Python Programming, Computer Programming, C Programming Language Family, Algorithms, Computational Logic, Critical Thinking, Problem Solving, Process Analysis, Programming Principles, Computer Programming Tools, Data Visualization, Theoretical Computer Science, Computational Thinking, Software Testing, Writing, Software Engineering, User Experience",4.6,5467,Free,109261,Beginner,Specialization,3 - 6 Months,,"Software Engineering,Computer Programming,Algorithms,Problem Solving,C Programming,Debugging,Software Development Process,Software Design,"
Introduction to User Experience Design,https://www.coursera.org/learn/user-experience-design,Georgia Institute of Technology,," User Experience, User Experience Design, User Research, Customer Analysis, Design and Product, Interactive Design, Product Design, Research and Design, Graphic Design, Product Development",4.5,,Free,0,Beginner,Course,3 - 6 Months,,"Usability,User Experience (UX),User Experience Design (UXD),User Interface,"
Python Project for Data Engineering,https://www.coursera.org/learn/python-project-for-data-engineering,IBM,Ramesh Sannareddy," Computer Programming, Data Management, Data Mining, Data Structures, Extract, Transform, Load, Python Programming",4.6,577,Free,40042,Intermediate,Course,3 - 6 Months,,"Demonstrate your skills in Python for working with and manipulating data,Demonstrate your skills in Python for working with and manipulating data,Implement webscraping and use APIs to extract data with Python,Implement webscraping and use APIs to extract data with Python,Play the role of a Data Engineer working on a real project to extract, transform, and load data,Play the role of a Data Engineer working on a real project to extract, transform, and load data,Use Jupyter notebooks and IDEs to complete your project,Use Jupyter notebooks and IDEs to complete your project,"
International Leadership and Organizational Behavior,https://www.coursera.org/learn/organizational-behavior,Università Bocconi,," Leadership and Management, Business Psychology, Culture, Human Resources, Communication, Entrepreneurship, Leadership Development, Organizational Development, Conflict Management",4.8,,Free,0,Mixed,Course,3 - 6 Months,,"Social Network,Leadership,Management,Cross-Cultural Communication,"
ESG Risks and Opportunities,https://www.coursera.org/learn/esg-risks-opportunities,University of Pennsylvania,Witold Henisz," Critical Thinking, Investment Management, Leadership and Management, Regulations and Compliance, Risk Management, Strategy, Strategy and Operations, Business Analysis, Business Transformation, Performance Management",4.6,587,Free,22064,Beginner,Course,3 - 6 Months,,
Using Python to Access Web Data,https://www.coursera.org/learn/python-network-data,University of Michigan,Charles Russell Severance," Computer Programming, Computer Programming Tools, Programming Principles, Python Programming, Data Structures, Web Development, Web Development Tools, Computer Networking, HTML and CSS, Network Architecture",4.8,43920,Free,654679,Beginner,Course,3 - 6 Months,,"Use regular expressions to extract data from strings,Use regular expressions to extract data from strings,Understand the protocols web browsers use to retrieve documents and web apps,Understand the protocols web browsers use to retrieve documents and web apps,Retrieve data from websites and APIs using Python,Retrieve data from websites and APIs using Python,Work with XML (eXtensible Markup Language) data,Work with XML (eXtensible Markup Language) data,"
Digital Signal Processing,https://www.coursera.org/specializations/digital-signal-processing,École Polytechnique Fédérale de Lausanne,Martin Vetterli," Mathematics, Mathematical Theory & Analysis, Algebra, Linear Algebra, Plot (Graphics), Algorithms, Applied Mathematics, Critical Thinking, Calculus",4.5,408,Free,18114,Intermediate,Specialization,3 - 6 Months,,"Discover discrete-time signal and analyze them with the Fourier transform.,Discover discrete-time signal and analyze them with the Fourier transform.,Learn to manipulate signals with filters.,Learn to manipulate signals with filters.,Move back and forth from the analog to the digital world.,Move back and forth from the analog to the digital world.,Learn about digital data communication and real-time DSP.,Learn about digital data communication and real-time DSP.,"
Scrum Master,https://www.coursera.org/specializations/skillup-edtech-scrummaster,SkillUp EdTech,Daniel C. Yeomans," Project Management, Scrum (Software Development), Software Engineering",4.6,25,Free,0,Beginner,Specialization,3 - 6 Months,,"Master the most up-to-date concepts, tools, principles, and the language Scrum Masters use regularly,Master the most up-to-date concepts, tools, principles, and the language Scrum Masters use regularly,Apply your new Scrum Master skills to real-world projects,Apply your new Scrum Master skills to real-world projects,Build a portfolio of projects to showcase your Scrum Master skills to employers,Build a portfolio of projects to showcase your Scrum Master skills to employers,Take a practice exam designed to prepare you for the CSM certification exam from Scrum Alliance,Take a practice exam designed to prepare you for the CSM certification exam from Scrum Alliance,"
Extended Reality for Everybody,https://www.coursera.org/specializations/extended-reality-for-everybody,University of Michigan,Michael Nebeling," Human Computer Interaction, Virtual Reality, Computer Graphics, Interactive Design, User Experience, User Experience Design, Design and Product, Research and Design, Application Development, Product Development, Computer Programming, Product Design, Visual Design",4.7,365,Free,13562,Beginner,Specialization,3 - 6 Months,,"Learn the underlying concepts, enabling technologies, and key applications for all things XR,Learn the underlying concepts, enabling technologies, and key applications for all things XR,,,Understand key issues and developments in XR and learn how to address them in design and development of XR applications,Understand key issues and developments in XR and learn how to address them in design and development of XR applications,Design and develop your own XR applications,Design and develop your own XR applications,"
Embedding Sensors and Motors,https://www.coursera.org/specializations/embedding-sensors-motors,University of Colorado Boulder,James Zweighaft," Computer Programming, Operations Management",4.6,1125,Free,28859,Intermediate,Specialization,3 - 6 Months,,"Study a lab experiment or production process and understand how to specify the proper sensor solution for taking real-time process data,Study a lab experiment or production process and understand how to specify the proper sensor solution for taking real-time process data,Implement the sensor into an embedded system in both hardware and software,Implement the sensor into an embedded system in both hardware and software,Modify existing hardware schematic to add sensors and all support circuitry needed to implement the signal chain in existing microprocessor system,Modify existing hardware schematic to add sensors and all support circuitry needed to implement the signal chain in existing microprocessor system,Create hardware and firmware to process the sensor signal and feed data to a microprocessor for further evaluation,Create hardware and firmware to process the sensor signal and feed data to a microprocessor for further evaluation,"
Antibiotic Stewardship,https://www.coursera.org/learn/antibiotic-stewardship,Stanford University,,,4.6,,Free,0,Advanced,Course,3 - 6 Months,,
تحليلات البيانات من Google,https://www.coursera.org/professional-certificates/google-data-analytics-arabic,Google,Google Career Certificates," Computer Programming, Problem Solving, Python Programming, Programming Principles, Computer Programming Tools, Algebra, Computational Thinking, Exploratory Data Analysis, Mathematics, Data Analysis, Process Analysis, Differential Equations, Theoretical Computer Science, Critical Thinking, Data Analysis Software, Data Visualization, Databases, Decision Making, People Analysis, SQL, Communication",4.7,126,Free,3784,Beginner,Professional Certificate,3 - 6 Months,,"اكتساب فهم شامل للممارسات والعمليات التي يستخدمها محلل بيانات مبتدئ أو مشارك في وظيفته اليومية,اكتساب فهم شامل للممارسات والعمليات التي يستخدمها محلل بيانات مبتدئ أو مشارك في وظيفته اليومية,تعلم المهارات التحليلية الأساسية (تنظيف البيانات وتحليلها ومؤثرات العرض) والأدوات (جداول البيانات، وSQL، وبرمجة R، وTableau) ,تعلم المهارات التحليلية الأساسية (تنظيف البيانات وتحليلها ومؤثرات العرض) والأدوات (جداول البيانات، وSQL، وبرمجة R، وTableau) ,التعرّف على كيفية تنظيف البيانات وتنظيمها للتحليل، وإكمال التحليل والحسابات باستخدام جداول البيانات وبرمجة SQL وبرمجة R,التعرّف على كيفية تنظيف البيانات وتنظيمها للتحليل، وإكمال التحليل والحسابات باستخدام جداول البيانات وبرمجة SQL وبرمجة R,تعرّف على كيفية تصور مؤثرات عرض نتائج البيانات وتقديمها في لوحات المعلومات والعروض التقديمية والأنظمة الأساسية لمؤثرات العرض شائعة الاستخدام,تعرّف على كيفية تصور مؤثرات عرض نتائج البيانات وتقديمها في لوحات المعلومات والعروض التقديمية والأنظمة الأساسية لمؤثرات العرض شائعة الاستخدام,"
Equine Welfare and Management,https://www.coursera.org/learn/equine,"University of California, Davis",,,4.9,,Free,0,Beginner,Course,3 - 6 Months,,
Principles of Sustainable Finance,https://www.coursera.org/learn/sustainable-finance,Erasmus University Rotterdam,," Finance, Risk Management, Critical Thinking, Financial Management, Leadership and Management, Strategy and Operations, Business Transformation, Decision Making, Financial Analysis, Strategy",4.7,,Free,0,Intermediate,Course,3 - 6 Months,,"Learn what the principles of sustainable finance are,Learn what the principles of sustainable finance are,Understand what the interplay is between the UN Sustainable Development Goals and finance,Understand what the interplay is between the UN Sustainable Development Goals and finance,Understand what the importance of a long-term perspective is ,Understand what the importance of a long-term perspective is ,Understand the role of finance in the transition to a sustainable economy,Understand the role of finance in the transition to a sustainable economy,"
Introduction to Relational Databases (RDBMS),https://www.coursera.org/learn/introduction-to-relational-databases,IBM,Rav Ahuja," Data Management, Database Administration, Database Application, Database Design, Databases, SQL, Data Architecture, Data Structures, Data Model, Database Theory, PostgreSQL",4.6,518,Free,52551,Beginner,Course,3 - 6 Months,,"Describe data, databases, relational databases, and cloud databases.,Describe data, databases, relational databases, and cloud databases.,Describe information and data models, relational databases, and relational model concepts (including schemas and tables). ,Describe information and data models, relational databases, and relational model concepts (including schemas and tables). ,Explain an Entity Relationship Diagram and design a relational database for a specific use case.,Explain an Entity Relationship Diagram and design a relational database for a specific use case.,Develop a working knowledge of popular DBMSes including MySQL, PostgreSQL, and IBM DB2,Develop a working knowledge of popular DBMSes including MySQL, PostgreSQL, and IBM DB2,"
"The Sustainable Development Goals – A global, transdisciplinary vision for the future",https://www.coursera.org/learn/global-sustainable-development,University of Copenhagen,, Critical Thinking,4.8,,Free,0,Beginner,Course,3 - 6 Months,,
Positive Psychology: Martin E. P. Seligman’s Visionary Science,https://www.coursera.org/learn/positive-psychology-visionary-science,University of Pennsylvania,"Martin E.P. Seligman, Ph.D.",,4.9,5777,Free,110595,Beginner,Course,3 - 6 Months,,"Understand the scientific foundations of Positive Psychology,Understand the scientific foundations of Positive Psychology,Explain how skills of well-being can be learned and taught,Explain how skills of well-being can be learned and taught,Describe why mind and body flourish together,Describe why mind and body flourish together,Discuss inspiring new developments in the field of Positive Psychology,Discuss inspiring new developments in the field of Positive Psychology,"
Security Awareness Training,https://www.coursera.org/learn/security-awareness-training,ISC2,," Human Factors (Security), Security Engineering, Security Strategy, Software Security, System Security, Network Security, Security Software, Cyberattacks, Human Computer Interaction, Mobile Security",4.7,,Free,0,Beginner,Course,3 - 6 Months,,"Malware,Cybersecurity,Password,Network Security,Data Security,"
Desarrollador front-end de Meta,https://www.coursera.org/professional-certificates/meta-front-end-developer-es,Meta,Taught by Meta Staff,,4.5,82,Free,0,Beginner,Professional Certificate,3 - 6 Months,,"Create a responsive website using HTML to structure content, CSS to handle visual style, and JavaScript to develop interactive experiences. ,Create a responsive website using HTML to structure content, CSS to handle visual style, and JavaScript to develop interactive experiences. ,Learn to use React in relation to Javascript libraries and frameworks.,Learn to use React in relation to Javascript libraries and frameworks.,Learn Bootstrap CSS Framework to create webpages and work with GitHub repositories and version control.,Learn Bootstrap CSS Framework to create webpages and work with GitHub repositories and version control.,Prepare for a coding interview, learn best approaches to problem-solving, and build portfolio-ready projects you can share during job interviews.,Prepare for a coding interview, learn best approaches to problem-solving, and build portfolio-ready projects you can share during job interviews.,"
